Year,FIPS Code,Type,Rate
2012,51183,Fatal Prescription Opioid Overdose,0
2012,51183,Neonatal Abstinance Syndrome,9.9
2012,51183,Reported Hepatitis C (18-30 year olds),80.2
2012,51185,Diagnosed HIV,0
2012,51185,ED Heroin Overdose,
2012,51185,ED Opioid Overdose,
2012,51185,EMS Narcan,13.6
2012,51185,Fatal Fentanyl and/or Heroin Overdose,0
2012,51185,Fatal Prescription Opioid Overdose,33.9
2012,51185,Neonatal Abstinance Syndrome,6.6
2012,51185,Reported Hepatitis C (18-30 year olds),647.3
2012,51187,Diagnosed HIV,0
2012,51187,ED Heroin Overdose,
2012,51187,ED Opioid Overdose,
2012,51187,EMS Narcan,23.6
2012,51187,Fatal Fentanyl and/or Heroin Overdose,0
2012,51187,Fatal Prescription Opioid Overdose,18.4
2012,51187,Neonatal Abstinance Syndrome,13
2012,51187,Reported Hepatitis C (18-30 year olds),135.2
2012,51191,Diagnosed HIV,3.6
2012,51191,ED Heroin Overdose,
2012,51191,ED Opioid Overdose,
2012,51191,EMS Narcan,7.2
2012,51191,Fatal Fentanyl and/or Heroin Overdose,1.8
2012,51191,Fatal Prescription Opioid Overdose,12.7
2012,51191,Neonatal Abstinance Syndrome,3.9
2012,51191,Reported Hepatitis C (18-30 year olds),339.6
2012,51193,Diagnosed HIV,11.4
2012,51193,ED Heroin Overdose,
2012,51193,ED Opioid Overdose,
2012,51193,EMS Narcan,11.4
2012,51193,Fatal Fentanyl and/or Heroin Overdose,0
2012,51193,Fatal Prescription Opioid Overdose,0
2012,51193,Neonatal Abstinance Syndrome,0
2012,51193,Reported Hepatitis C (18-30 year olds),40.1
2012,51195,Diagnosed HIV,4.9
2012,51195,ED Heroin Overdose,
2012,51195,ED Opioid Overdose,
2012,51195,EMS Narcan,14.7
2012,51195,Fatal Fentanyl and/or Heroin Overdose,7.3
2012,51195,Fatal Prescription Opioid Overdose,29.3
2012,51195,Neonatal Abstinance Syndrome,16.7
2012,51195,Reported Hepatitis C (18-30 year olds),571
2012,51197,Diagnosed HIV,6.8
2012,51197,ED Heroin Overdose,
2012,51197,ED Opioid Overdose,
2012,51197,EMS Narcan,58.1
2012,51197,Fatal Fentanyl and/or Heroin Overdose,6.8
2012,51197,Fatal Prescription Opioid Overdose,20.5
2012,51197,Neonatal Abstinance Syndrome,13.7
2012,51197,Reported Hepatitis C (18-30 year olds),149.4
2012,51199,Diagnosed HIV,3
2012,51199,ED Heroin Overdose,
2012,51199,ED Opioid Overdose,
2012,51199,EMS Narcan,0
2012,51199,Fatal Fentanyl and/or Heroin Overdose,0
2012,51199,Fatal Prescription Opioid Overdose,0
2012,51199,Neonatal Abstinance Syndrome,1.8
2012,51199,Reported Hepatitis C (18-30 year olds),19
2012,51510,Diagnosed HIV,20.5
2012,51510,ED Heroin Overdose,
2012,51510,ED Opioid Overdose,
2012,51510,EMS Narcan,13
2012,51510,Fatal Fentanyl and/or Heroin Overdose,1.4
2012,51510,Fatal Prescription Opioid Overdose,3.4
2012,51510,Neonatal Abstinance Syndrome,1.8
2012,51510,Reported Hepatitis C (18-30 year olds),9.8
2012,51520,Diagnosed HIV,5.7
2012,51520,ED Heroin Overdose,
2012,51520,ED Opioid Overdose,
2012,51520,EMS Narcan,45.3
2012,51520,Fatal Fentanyl and/or Heroin Overdose,5.7
2012,51520,Fatal Prescription Opioid Overdose,28.3
2012,51520,Neonatal Abstinance Syndrome,0
2012,51520,Reported Hepatitis C (18-30 year olds),764.9
2012,51530,Diagnosed HIV,0
2012,51530,ED Heroin Overdose,
2012,51530,ED Opioid Overdose,
2012,51530,EMS Narcan,14.9
2012,51530,Fatal Fentanyl and/or Heroin Overdose,0
2012,51530,Fatal Prescription Opioid Overdose,29.8
2012,51530,Neonatal Abstinance Syndrome,10.4
2012,51530,Reported Hepatitis C (18-30 year olds),0
2012,51540,Diagnosed HIV,6.8
2012,51540,ED Heroin Overdose,
2012,51540,ED Opioid Overdose,
2012,51540,EMS Narcan,6.8
2012,51540,Fatal Fentanyl and/or Heroin Overdose,0
2012,51540,Fatal Prescription Opioid Overdose,2.3
2012,51540,Neonatal Abstinance Syndrome,7
2012,51540,Reported Hepatitis C (18-30 year olds),11.8
2012,51550,Diagnosed HIV,10.1
2012,51550,ED Heroin Overdose,
2012,51550,ED Opioid Overdose,
2012,51550,EMS Narcan,5.3
2012,51550,Fatal Fentanyl and/or Heroin Overdose,2.2
2012,51550,Fatal Prescription Opioid Overdose,1.8
2012,51550,Neonatal Abstinance Syndrome,1.8
2012,51550,Reported Hepatitis C (18-30 year olds),27.3
2012,51570,Diagnosed HIV,0
2012,51570,ED Heroin Overdose,
2012,51570,ED Opioid Overdose,
2012,51570,EMS Narcan,40
2012,51570,Fatal Fentanyl and/or Heroin Overdose,0
2012,51570,Fatal Prescription Opioid Overdose,5.7
2012,51570,Neonatal Abstinance Syndrome,0
2012,51570,Reported Hepatitis C (18-30 year olds),36.6
2012,51580,Diagnosed HIV,0
2012,51580,ED Heroin Overdose,
2012,51580,ED Opioid Overdose,
2012,51580,EMS Narcan,121.3
2012,51580,Fatal Fentanyl and/or Heroin Overdose,0
2012,51580,Fatal Prescription Opioid Overdose,0
2012,51580,Neonatal Abstinance Syndrome,0
2012,51580,Reported Hepatitis C (18-30 year olds),0
2012,51590,Diagnosed HIV,20.9
2012,51590,ED Heroin Overdose,
2012,51590,ED Opioid Overdose,
2012,51590,EMS Narcan,32.6
2012,51590,Fatal Fentanyl and/or Heroin Overdose,0
2012,51590,Fatal Prescription Opioid Overdose,2.3
2012,51590,Neonatal Abstinance Syndrome,1.7
2012,51590,Reported Hepatitis C (18-30 year olds),123.7
2012,51595,Diagnosed HIV,0
2012,51595,ED Heroin Overdose,
2012,51595,ED Opioid Overdose,
2012,51595,EMS Narcan,17.4
2012,51595,Fatal Fentanyl and/or Heroin Overdose,0
2012,51595,Fatal Prescription Opioid Overdose,0
2012,51595,Neonatal Abstinance Syndrome,0
2012,51595,Reported Hepatitis C (18-30 year olds),0
2012,51600,Diagnosed HIV,0
2012,51600,ED Heroin Overdose,
2012,51600,ED Opioid Overdose,
2012,51600,EMS Narcan,25.6
2012,51600,Fatal Fentanyl and/or Heroin Overdose,4.3
2012,51600,Fatal Prescription Opioid Overdose,12.8
2012,51600,Neonatal Abstinance Syndrome,0
2012,51600,Reported Hepatitis C (18-30 year olds),0
2012,51610,Diagnosed HIV,0
2012,51610,ED Heroin Overdose,
2012,51610,ED Opioid Overdose,
2012,51610,EMS Narcan,0
2012,51610,Fatal Fentanyl and/or Heroin Overdose,0
2012,51610,Fatal Prescription Opioid Overdose,0
2012,51610,Neonatal Abstinance Syndrome,5.7
2012,51610,Reported Hepatitis C (18-30 year olds),0
2012,51620,Diagnosed HIV,11.7
2012,51620,ED Heroin Overdose,
2012,51620,ED Opioid Overdose,
2012,51620,EMS Narcan,11.7
2012,51620,Fatal Fentanyl and/or Heroin Overdose,0
2012,51620,Fatal Prescription Opioid Overdose,0
2012,51620,Neonatal Abstinance Syndrome,0
2012,51620,Reported Hepatitis C (18-30 year olds),146.8
2012,51630,Diagnosed HIV,0
2012,51630,ED Heroin Overdose,
2012,51630,ED Opioid Overdose,
2012,51630,EMS Narcan,29.3
2012,51630,Fatal Fentanyl and/or Heroin Overdose,3.7
2012,51630,Fatal Prescription Opioid Overdose,11
2012,51630,Neonatal Abstinance Syndrome,7.1
2012,51630,Reported Hepatitis C (18-30 year olds),94
2012,51640,Diagnosed HIV,14.5
2012,51640,ED Heroin Overdose,
2012,51640,ED Opioid Overdose,
2012,51640,EMS Narcan,159.2
2012,51640,Fatal Fentanyl and/or Heroin Overdose,0
2012,51640,Fatal Prescription Opioid Overdose,0
2012,51640,Neonatal Abstinance Syndrome,0
2012,51640,Reported Hepatitis C (18-30 year olds),0
2012,51650,Diagnosed HIV,21.9
2012,51650,ED Heroin Overdose,
2012,51650,ED Opioid Overdose,
2012,51650,EMS Narcan,0
2012,51650,Fatal Fentanyl and/or Heroin Overdose,2.9
2012,51650,Fatal Prescription Opioid Overdose,2.2
2012,51650,Neonatal Abstinance Syndrome,2.7
2012,51650,Reported Hepatitis C (18-30 year olds),23.2
2012,51660,Diagnosed HIV,7.8
2012,51660,ED Heroin Overdose,
2012,51660,ED Opioid Overdose,
2012,51660,EMS Narcan,25.5
2012,51660,Fatal Fentanyl and/or Heroin Overdose,0
2012,51660,Fatal Prescription Opioid Overdose,3.9
2012,51660,Neonatal Abstinance Syndrome,1.7
2012,51660,Reported Hepatitis C (18-30 year olds),16.4
2012,51670,Diagnosed HIV,22.4
2012,51670,ED Heroin Overdose,
2012,51670,ED Opioid Overdose,
2012,51670,EMS Narcan,8.9
2012,51670,Fatal Fentanyl and/or Heroin Overdose,4.5
2012,51670,Fatal Prescription Opioid Overdose,4.5
2012,51670,Neonatal Abstinance Syndrome,0
2012,51670,Reported Hepatitis C (18-30 year olds),125.3
2012,51678,Diagnosed HIV,28.6
2012,51678,ED Heroin Overdose,
2012,51678,ED Opioid Overdose,
2012,51678,EMS Narcan,42.9
2012,51678,Fatal Fentanyl and/or Heroin Overdose,0
2012,51678,Fatal Prescription Opioid Overdose,0
2012,51678,Neonatal Abstinance Syndrome,0
2012,51678,Reported Hepatitis C (18-30 year olds),0
2012,51680,Diagnosed HIV,13
2012,51680,ED Heroin Overdose,
2012,51680,ED Opioid Overdose,
2012,51680,EMS Narcan,31.1
2012,51680,Fatal Fentanyl and/or Heroin Overdose,1.3
2012,51680,Fatal Prescription Opioid Overdose,9.1
2012,51680,Neonatal Abstinance Syndrome,1.9
2012,51680,Reported Hepatitis C (18-30 year olds),41.7
2012,51683,Diagnosed HIV,7.4
2012,51683,ED Heroin Overdose,
2012,51683,ED Opioid Overdose,
2012,51683,EMS Narcan,19.7
2012,51683,Fatal Fentanyl and/or Heroin Overdose,7.4
2012,51683,Fatal Prescription Opioid Overdose,12.3
2012,51683,Neonatal Abstinance Syndrome,4
2012,51683,Reported Hepatitis C (18-30 year olds),24.9
2012,51685,Diagnosed HIV,6.3
2012,51685,ED Heroin Overdose,
2012,51685,ED Opioid Overdose,
2012,51685,EMS Narcan,19
2012,51685,Fatal Fentanyl and/or Heroin Overdose,0
2012,51685,Fatal Prescription Opioid Overdose,0
2012,51685,Neonatal Abstinance Syndrome,150
2012,51685,Reported Hepatitis C (18-30 year olds),0
2012,51690,Diagnosed HIV,14.6
2012,51690,ED Heroin Overdose,
2012,51690,ED Opioid Overdose,
2012,51690,EMS Narcan,14.6
2012,51690,Fatal Fentanyl and/or Heroin Overdose,0
2012,51690,Fatal Prescription Opioid Overdose,7.3
2012,51690,Neonatal Abstinance Syndrome,0
2012,51690,Reported Hepatitis C (18-30 year olds),50.2
2012,51700,Diagnosed HIV,29.3
2012,51700,ED Heroin Overdose,
2012,51700,ED Opioid Overdose,
2012,51700,EMS Narcan,33.2
2012,51700,Fatal Fentanyl and/or Heroin Overdose,1.7
2012,51700,Fatal Prescription Opioid Overdose,4.4
2012,51700,Neonatal Abstinance Syndrome,1.7
2012,51700,Reported Hepatitis C (18-30 year olds),44.3
2012,51710,Diagnosed HIV,30.1
2012,51710,ED Heroin Overdose,
2012,51710,ED Opioid Overdose,
2012,51710,EMS Narcan,2.4
2012,51710,Fatal Fentanyl and/or Heroin Overdose,5.3
2012,51710,Fatal Prescription Opioid Overdose,6.1
2012,51710,Neonatal Abstinance Syndrome,2.1
2012,51710,Reported Hepatitis C (18-30 year olds),9
2012,51720,Diagnosed HIV,0
2012,51720,ED Heroin Overdose,
2012,51720,ED Opioid Overdose,
2012,51720,EMS Narcan,49.2
2012,51720,Fatal Fentanyl and/or Heroin Overdose,0
2012,51720,Fatal Prescription Opioid Overdose,0
2012,51720,Neonatal Abstinance Syndrome,0
2012,51720,Reported Hepatitis C (18-30 year olds),0
2012,51730,Diagnosed HIV,59.4
2012,51730,ED Heroin Overdose,
2012,51730,ED Opioid Overdose,
2012,51730,EMS Narcan,18.8
2012,51730,Fatal Fentanyl and/or Heroin Overdose,3.1
2012,51730,Fatal Prescription Opioid Overdose,3.1
2012,51730,Neonatal Abstinance Syndrome,1.6
2012,51730,Reported Hepatitis C (18-30 year olds),63.1
2012,51735,Diagnosed HIV,0
2012,51735,ED Heroin Overdose,
2012,51735,ED Opioid Overdose,
2012,51735,EMS Narcan,41.3
2012,51735,Fatal Fentanyl and/or Heroin Overdose,0
2012,51735,Fatal Prescription Opioid Overdose,0
2012,51735,Neonatal Abstinance Syndrome,11.1
2012,51735,Reported Hepatitis C (18-30 year olds),0
2012,51740,Diagnosed HIV,34.2
2012,51740,ED Heroin Overdose,
2012,51740,ED Opioid Overdose,
2012,51740,EMS Narcan,32.1
2012,51740,Fatal Fentanyl and/or Heroin Overdose,2.1
2012,51740,Fatal Prescription Opioid Overdose,4.1
2012,51740,Neonatal Abstinance Syndrome,3.3
2012,51740,Reported Hepatitis C (18-30 year olds),120.8
2012,51750,Diagnosed HIV,0
2012,51750,ED Heroin Overdose,
2012,51750,ED Opioid Overdose,
2012,51750,EMS Narcan,12
2012,51750,Fatal Fentanyl and/or Heroin Overdose,6
2012,51750,Fatal Prescription Opioid Overdose,12
2012,51750,Neonatal Abstinance Syndrome,28
2012,51750,Reported Hepatitis C (18-30 year olds),62.3
2012,51760,Diagnosed HIV,40.4
2012,51760,ED Heroin Overdose,
2012,51760,ED Opioid Overdose,
2012,51760,EMS Narcan,49
2012,51760,Fatal Fentanyl and/or Heroin Overdose,10.5
2012,51760,Fatal Prescription Opioid Overdose,6.2
2012,51760,Neonatal Abstinance Syndrome,5.8
2012,51760,Reported Hepatitis C (18-30 year olds),38.6
2012,51770,Diagnosed HIV,12.3
2012,51770,ED Heroin Overdose,
2012,51770,ED Opioid Overdose,
2012,51770,EMS Narcan,45.1
2012,51770,Fatal Fentanyl and/or Heroin Overdose,2.1
2012,51770,Fatal Prescription Opioid Overdose,14.4
2012,51770,Neonatal Abstinance Syndrome,8
2012,51770,Reported Hepatitis C (18-30 year olds),136.3
2012,51775,Diagnosed HIV,8
2012,51775,ED Heroin Overdose,
2012,51775,ED Opioid Overdose,
2012,51775,EMS Narcan,28
2012,51775,Fatal Fentanyl and/or Heroin Overdose,4
2012,51775,Fatal Prescription Opioid Overdose,16
2012,51775,Neonatal Abstinance Syndrome,9.9
2012,51775,Reported Hepatitis C (18-30 year olds),39.3
2012,51790,Diagnosed HIV,8.4
2012,51790,ED Heroin Overdose,
2012,51790,ED Opioid Overdose,
2012,51790,EMS Narcan,29.3
2012,51790,Fatal Fentanyl and/or Heroin Overdose,0
2012,51790,Fatal Prescription Opioid Overdose,4.2
2012,51790,Neonatal Abstinance Syndrome,3.3
2012,51790,Reported Hepatitis C (18-30 year olds),190.2
2012,51800,Diagnosed HIV,17.6
2012,51800,ED Heroin Overdose,
2012,51800,ED Opioid Overdose,
2012,51800,EMS Narcan,0
2012,51800,Fatal Fentanyl and/or Heroin Overdose,2.3
2012,51800,Fatal Prescription Opioid Overdose,4.7
2012,51800,Neonatal Abstinance Syndrome,3.7
2012,51800,Reported Hepatitis C (18-30 year olds),52.5
2012,51810,Diagnosed HIV,11
2012,51810,ED Heroin Overdose,
2012,51810,ED Opioid Overdose,
2012,51810,EMS Narcan,19.2
2012,51810,Fatal Fentanyl and/or Heroin Overdose,2.9
2012,51810,Fatal Prescription Opioid Overdose,3.4
2012,51810,Neonatal Abstinance Syndrome,1
2012,51810,Reported Hepatitis C (18-30 year olds),59.2
2012,51820,Diagnosed HIV,0
2012,51820,ED Heroin Overdose,
2012,51820,ED Opioid Overdose,
2012,51820,EMS Narcan,75.8
2012,51820,Fatal Fentanyl and/or Heroin Overdose,0
2012,51820,Fatal Prescription Opioid Overdose,14.2
2012,51820,Neonatal Abstinance Syndrome,6.6
2012,51820,Reported Hepatitis C (18-30 year olds),85.1
2012,51830,Diagnosed HIV,6.6
2012,51830,ED Heroin Overdose,
2012,51830,ED Opioid Overdose,
2012,51830,EMS Narcan,13.2
2012,51830,Fatal Fentanyl and/or Heroin Overdose,0
2012,51830,Fatal Prescription Opioid Overdose,6.6
2012,51830,Neonatal Abstinance Syndrome,0
2012,51830,Reported Hepatitis C (18-30 year olds),0
2012,51840,Diagnosed HIV,7.4
2012,51840,ED Heroin Overdose,
2012,51840,ED Opioid Overdose,
2012,51840,EMS Narcan,78.1
2012,51840,Fatal Fentanyl and/or Heroin Overdose,11.2
2012,51840,Fatal Prescription Opioid Overdose,11.2
2012,51840,Neonatal Abstinance Syndrome,12.4
2012,51840,Reported Hepatitis C (18-30 year olds),140.9
2013,51001,Diagnosed HIV,15.1
2013,51001,ED Heroin Overdose,
2013,51001,ED Opioid Overdose,
2013,51001,EMS Narcan,12.1
2013,51001,Fatal Fentanyl and/or Heroin Overdose,3
2013,51001,Fatal Prescription Opioid Overdose,6
2013,51001,Neonatal Abstinance Syndrome,8.2
2013,51001,Reported Hepatitis C (18-30 year olds),0
2013,51003,Diagnosed HIV,8.7
2013,51003,ED Heroin Overdose,
2013,51003,ED Opioid Overdose,
2013,51003,EMS Narcan,7.8
2013,51003,Fatal Fentanyl and/or Heroin Overdose,1
2013,51003,Fatal Prescription Opioid Overdose,3.9
2013,51003,Neonatal Abstinance Syndrome,7.5
2013,51003,Reported Hepatitis C (18-30 year olds),9.8
2013,51005,Diagnosed HIV,6.2
2013,51005,ED Heroin Overdose,
2013,51005,ED Opioid Overdose,
2013,51005,EMS Narcan,18.6
2013,51005,Fatal Fentanyl and/or Heroin Overdose,0
2013,51005,Fatal Prescription Opioid Overdose,0
2013,51005,Neonatal Abstinance Syndrome,10
2013,51005,Reported Hepatitis C (18-30 year olds),293.4
2013,51007,Diagnosed HIV,7.8
2013,51007,ED Heroin Overdose,
2013,51007,ED Opioid Overdose,
2013,51007,EMS Narcan,7.8
2013,51007,Fatal Fentanyl and/or Heroin Overdose,0
2013,51007,Fatal Prescription Opioid Overdose,0
2013,51007,Neonatal Abstinance Syndrome,8.1
2013,51007,Reported Hepatitis C (18-30 year olds),54.9
2013,51009,Diagnosed HIV,9.3
2013,51009,ED Heroin Overdose,
2013,51009,ED Opioid Overdose,
2013,51009,EMS Narcan,15.5
2013,51009,Fatal Fentanyl and/or Heroin Overdose,0
2013,51009,Fatal Prescription Opioid Overdose,0
2013,51009,Neonatal Abstinance Syndrome,3.2
2013,51009,Reported Hepatitis C (18-30 year olds),0
2013,51011,Diagnosed HIV,6.6
2013,51011,ED Heroin Overdose,
2013,51011,ED Opioid Overdose,
2013,51011,EMS Narcan,26.2
2013,51011,Fatal Fentanyl and/or Heroin Overdose,0
2013,51011,Fatal Prescription Opioid Overdose,6.6
2013,51011,Neonatal Abstinance Syndrome,5.5
2013,51011,Reported Hepatitis C (18-30 year olds),0
2013,51013,Diagnosed HIV,16.9
2013,51013,ED Heroin Overdose,
2013,51013,ED Opioid Overdose,
2013,51013,EMS Narcan,0
2013,51013,Fatal Fentanyl and/or Heroin Overdose,1.3
2013,51013,Fatal Prescription Opioid Overdose,1.3
2013,51013,Neonatal Abstinance Syndrome,0.9
2013,51013,Reported Hepatitis C (18-30 year olds),13.7
2013,51015,Diagnosed HIV,1.4
2013,51015,ED Heroin Overdose,
2013,51015,ED Opioid Overdose,
2013,51015,EMS Narcan,16.2
2013,51015,Fatal Fentanyl and/or Heroin Overdose,1.4
2013,51015,Fatal Prescription Opioid Overdose,6.8
2013,51015,Neonatal Abstinance Syndrome,12.2
2013,51015,Reported Hepatitis C (18-30 year olds),104.5
2013,51017,Diagnosed HIV,0
2013,51017,ED Heroin Overdose,
2013,51017,ED Opioid Overdose,
2013,51017,EMS Narcan,0
2013,51017,Fatal Fentanyl and/or Heroin Overdose,0
2013,51017,Fatal Prescription Opioid Overdose,0
2013,51017,Neonatal Abstinance Syndrome,0
2013,51017,Reported Hepatitis C (18-30 year olds),336.1
2013,51019,Diagnosed HIV,4.3
2013,51019,ED Heroin Overdose,
2013,51019,ED Opioid Overdose,
2013,51019,EMS Narcan,0
2013,51019,Fatal Fentanyl and/or Heroin Overdose,5.7
2013,51019,Fatal Prescription Opioid Overdose,8.6
2013,51019,Neonatal Abstinance Syndrome,3
2013,51019,Reported Hepatitis C (18-30 year olds),90.7
2013,51021,Diagnosed HIV,0
2013,51021,ED Heroin Overdose,
2013,51021,ED Opioid Overdose,
2013,51021,EMS Narcan,0
2013,51021,Fatal Fentanyl and/or Heroin Overdose,0
2013,51021,Fatal Prescription Opioid Overdose,14.8
2013,51021,Neonatal Abstinance Syndrome,0
2013,51021,Reported Hepatitis C (18-30 year olds),330
2013,51023,Diagnosed HIV,6.1
2013,51023,ED Heroin Overdose,
2013,51023,ED Opioid Overdose,
2013,51023,EMS Narcan,12.1
2013,51023,Fatal Fentanyl and/or Heroin Overdose,0
2013,51023,Fatal Prescription Opioid Overdose,3
2013,51023,Neonatal Abstinance Syndrome,4.5
2013,51023,Reported Hepatitis C (18-30 year olds),127.3
2013,51025,Diagnosed HIV,41.2
2013,51025,ED Heroin Overdose,
2013,51025,ED Opioid Overdose,
2013,51025,EMS Narcan,5.9
2013,51025,Fatal Fentanyl and/or Heroin Overdose,0
2013,51025,Fatal Prescription Opioid Overdose,0
2013,51025,Neonatal Abstinance Syndrome,0
2013,51025,Reported Hepatitis C (18-30 year olds),550.8
2013,51027,Diagnosed HIV,4.2
2013,51027,ED Heroin Overdose,
2013,51027,ED Opioid Overdose,
2013,51027,EMS Narcan,0
2013,51027,Fatal Fentanyl and/or Heroin Overdose,0
2013,51027,Fatal Prescription Opioid Overdose,21.2
2013,51027,Neonatal Abstinance Syndrome,15.8
2013,51027,Reported Hepatitis C (18-30 year olds),457
2013,51029,Diagnosed HIV,5.8
2013,51029,ED Heroin Overdose,
2013,51029,ED Opioid Overdose,
2013,51029,EMS Narcan,23.3
2013,51029,Fatal Fentanyl and/or Heroin Overdose,0
2013,51029,Fatal Prescription Opioid Overdose,11.7
2013,51029,Neonatal Abstinance Syndrome,0
2013,51029,Reported Hepatitis C (18-30 year olds),107.8
2013,51031,Diagnosed HIV,14.5
2013,51031,ED Heroin Overdose,
2013,51031,ED Opioid Overdose,
2013,51031,EMS Narcan,3.6
2013,51031,Fatal Fentanyl and/or Heroin Overdose,1.8
2013,51031,Fatal Prescription Opioid Overdose,5.4
2013,51031,Neonatal Abstinance Syndrome,6.3
2013,51031,Reported Hepatitis C (18-30 year olds),21.8
2013,51033,Diagnosed HIV,6.8
2013,51033,ED Heroin Overdose,
2013,51033,ED Opioid Overdose,
2013,51033,EMS Narcan,20.5
2013,51033,Fatal Fentanyl and/or Heroin Overdose,3.4
2013,51033,Fatal Prescription Opioid Overdose,0
2013,51033,Neonatal Abstinance Syndrome,12.1
2013,51033,Reported Hepatitis C (18-30 year olds),108.7
2013,51035,Diagnosed HIV,0
2013,51035,ED Heroin Overdose,
2013,51035,ED Opioid Overdose,
2013,51035,EMS Narcan,46.8
2013,51035,Fatal Fentanyl and/or Heroin Overdose,0
2013,51035,Fatal Prescription Opioid Overdose,0
2013,51035,Neonatal Abstinance Syndrome,4.3
2013,51035,Reported Hepatitis C (18-30 year olds),185.1
2013,51036,Diagnosed HIV,14
2013,51036,ED Heroin Overdose,
2013,51036,ED Opioid Overdose,
2013,51036,EMS Narcan,0
2013,51036,Fatal Fentanyl and/or Heroin Overdose,0
2013,51036,Fatal Prescription Opioid Overdose,28.1
2013,51036,Neonatal Abstinance Syndrome,0
2013,51036,Reported Hepatitis C (18-30 year olds),208.8
2013,51037,Diagnosed HIV,8.1
2013,51037,ED Heroin Overdose,
2013,51037,ED Opioid Overdose,
2013,51037,EMS Narcan,16.3
2013,51037,Fatal Fentanyl and/or Heroin Overdose,0
2013,51037,Fatal Prescription Opioid Overdose,16.3
2013,51037,Neonatal Abstinance Syndrome,0
2013,51037,Reported Hepatitis C (18-30 year olds),115.5
2013,51041,Diagnosed HIV,5.8
2013,51041,ED Heroin Overdose,
2013,51041,ED Opioid Overdose,
2013,51041,EMS Narcan,25
2013,51041,Fatal Fentanyl and/or Heroin Overdose,3.4
2013,51041,Fatal Prescription Opioid Overdose,3.7
2013,51041,Neonatal Abstinance Syndrome,4.5
